occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3
1337905,occ,,,180599,Deinotherium sp.,genus,43280,,Deinotherium,genus,43280,Early Miocene,,23.03,15.97,59924,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.55,19.79,scotese,501,mid,70.59,23.74,seton,501,mid,65.12,23.8
1337952,occ,,,180609,Deinotherium sp.,genus,43280,,Deinotherium,genus,43280,Early Miocene,,23.03,15.97,59924,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.55,19.79,scotese,501,mid,70.59,23.74,seton,501,mid,65.12,23.8
1337986,occ,,,180616,Deinotherium sp.,genus,43280,,Deinotherium,genus,43280,Burdigalian,Serravallian,20.44,11.62,59924,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.62,21.87,scotese,501,mid,70.99,25.02,seton,501,mid,66.46,25.17
1338054,occ,,,180626,Deinotherium sp.,genus,43280,,Deinotherium,genus,43280,Burdigalian,Serravallian,20.44,11.62,59924,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.62,21.87,scotese,501,mid,70.99,25.02,seton,501,mid,66.46,25.17
1338065,occ,,,180628,Deinotherium sp.,genus,43280,,Deinotherium,genus,43280,Burdigalian,Serravallian,20.44,11.62,59924,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.62,21.87,scotese,501,mid,70.99,25.02,seton,501,mid,66.46,25.17
1338105,occ,,,180630,Deinotherium sp.,genus,43280,,Deinotherium,genus,43280,Burdigalian,Serravallian,20.44,11.62,59924,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.62,21.87,scotese,501,mid,70.99,25.02,seton,501,mid,66.46,25.17
1338107,occ,,,180630,Choerolophodon corrugatus,species,43243,species not entered,Choerolophodon,genus,43243,Burdigalian,Serravallian,20.44,11.62,59924,Chordata,Mammalia,Proboscidea,Choerolophodontidae,Choerolophodon,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.62,21.87,scotese,501,mid,70.99,25.02,seton,501,mid,66.46,25.17
1338108,occ,,,180630,cf. Protanancus chinjiensis,species,43255,species not entered,Protanancus,genus,43255,Burdigalian,Serravallian,20.44,11.62,59924,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Protanancus,70.333336,30.083332,PK,Baluchistan,,based on nearby landmark,minutes,small collection,,gplates,501,mid,71.62,21.87,scotese,501,mid,70.99,25.02,seton,501,mid,66.46,25.17
1342385,occ,,,181545,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342387,occ,,,175910,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.666668,29.6,EG,Fayum,,based on nearby landmark,minutes,small collection,"approximately one-half mile north or northwest of the Qasr el-Sagha temple, near the road up the escarpment leading to the overlying lower fossil wood zone of the Jebel el-Qatrani Formation",gplates,715,mid,32.15,19.27,scotese,715,mid,26.65,24.86,seton,715,mid,25.7,24.44
1342389,occ,,,175910,Barytherium cf. grave,species,86206,,Barytherium grave,species,86206,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Barytheriidae,Barytherium,30.666668,29.6,EG,Fayum,,based on nearby landmark,minutes,small collection,"approximately one-half mile north or northwest of the Qasr el-Sagha temple, near the road up the escarpment leading to the overlying lower fossil wood zone of the Jebel el-Qatrani Formation",gplates,715,mid,32.15,19.27,scotese,715,mid,26.65,24.86,seton,715,mid,25.7,24.44
1342390,occ,,,181547,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342391,occ,,,181548,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342393,occ,,,181549,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342394,occ,,,181550,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342395,occ,,,181551,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342396,occ,,,181552,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342397,occ,,,181553,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342398,occ,,,181554,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342399,occ,,,181555,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342400,occ,,,181556,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.528889,29.531389,EG,Fayum,,based on nearby landmark,seconds,small collection,,gplates,715,mid,32.02,19.21,scotese,715,mid,26.51,24.8,seton,715,mid,25.57,24.37
1342401,occ,,,181557,Moeritherium lyonsi,species,86190,,Moeritherium lyonsi,species,86190,Priabonian,,38.0,33.9,60370,Chordata,Mammalia,Proboscidea,Moeritheriidae,Moeritherium,30.498611,29.498056,EG,Fayum,,based on nearby landmark,seconds,hand sample,,gplates,715,mid,31.99,19.18,scotese,715,mid,26.48,24.77,seton,715,mid,25.54,24.34
1348301,occ,,,182677,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Pleistocene,,2.588,0.0117,60881,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,21.491112,40.288612,GR,Askion,,stated in text,seconds,small collection,"The site was discovered in May 2006 during road construction. The works were immediately discontinued and excavations took place in the same month, by a team of the Aiani Archaeological Museum and the Northern Greece Ephorate of Paleoanthropology e Speleology (Ministry of Culture), in co-operation with the School of Geology (Thessaloniki Aristotle University). The material was in a friable condition, for which reason plaster jackets were used for extracting it.",gplates,307,mid,21.61,40.02,scotese,307,mid,21.45,40.25,seton,327,mid,21.32,40.16
1348302,occ,,,182678,Mammuthus trogontherii,species,395360,,Mammuthus trogontherii,species,159796,Pleistocene,,2.588,0.0117,70269,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,21.668333,40.676666,GR,Florina,,,seconds,,"These specimens were found in a sandpit of Sotiras, close to the town of Amindeo (Florina Prefecture, W. Macedonia)",gplates,307,mid,21.79,40.41,scotese,307,mid,21.63,40.64,seton,327,mid,21.49,40.55
1348303,occ,,,182679,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Pleistocene,,2.588,0.0117,60881,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,24.690001,41.007221,GR,Kavala,,,seconds,,"The fossils from the village of Xerias, close to the Municipality of Chrissoupoli (Kavala Prefecture, Eastern Macedonia), 190 km from Thessaloniki, were found in 2006 during the construction of the Egnatia Highway.",gplates,308,mid,24.8,40.73,scotese,308,mid,24.65,40.97,seton,338,mid,24.49,40.97
1348306,occ,,,182680,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Pleistocene,,2.588,0.0117,60881,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,22.363056,39.616112,GR,Larissa,,,seconds,,,gplates,307,mid,22.47,39.35,scotese,307,mid,22.32,39.58,seton,327,mid,22.19,39.49
1348307,occ,,,182681,Elephas antiquus,species,159781,recombined as,Palaeoloxodon antiquus,species,159781,Pleistocene,,2.588,0.0117,60881,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,22.490278,39.535557,GR,Larissa,,,seconds,,,gplates,307,mid,22.6,39.27,scotese,307,mid,22.45,39.5,seton,327,mid,22.31,39.41
1348311,occ,36230.0,,182682,Konobelodon cf. atticus,species,389345,,Konobelodon atticus,species,389343,Late Miocene,,11.608,5.333,70959,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Konobelodon,24.395,41.196667,GR,Drama,,stated in text,seconds,outcrop,Outcrop produced by mud collection in the area to build an outdoor mud oven.,gplates,308,mid,25.22,39.0,scotese,308,mid,24.09,40.88,seton,338,mid,22.76,40.92
1348346,occ,,,182685,Anancus arvernensis,species,372281,,Anancus arvernensis,species,161971,Pliocene,,5.333,2.588,60888,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Anancus,22.669722,40.753613,GR,Thessaloniki,,,seconds,,Sandpit,gplates,308,mid,23.12,39.67,scotese,308,mid,22.52,40.6,seton,328,mid,21.96,40.25
1348586,occ,35841.0,,182745,Choerolophodon pentelici,species,90206,,Choerolophodon pentelici,species,90205,Late Miocene,,11.608,5.333,69398,Chordata,Mammalia,Proboscidea,Choerolophodontidae,Choerolophodon,22.701944,40.781666,GR,Chalkidona,,,seconds,,"The precise locality and stratigraphy is unknown and recent efforts to re-locate this collection were unsuccesful (Bonis & Koufos, 1999). The study of the old collection in MNHN revealed that the fauna is very close to Vathylakkos and Prochoma-1 (Bonis & Koufos, 1999). The position is put here tentatively near the village of Vathylakkos.",gplates,308,mid,23.57,38.61,scotese,308,mid,22.4,40.47,seton,328,mid,21.29,39.78
1348598,occ,35840.0,,182746,Choerolophodon pentelici,species,90206,,Choerolophodon pentelici,species,90205,Late Miocene,,11.608,5.333,69398,Chordata,Mammalia,Proboscidea,Choerolophodontidae,Choerolophodon,22.754168,40.771111,GR,Chalkidona,,,seconds,,,gplates,308,mid,23.62,38.6,scotese,308,mid,22.45,40.46,seton,328,mid,21.34,39.77
1348605,occ,,,182748,Mastodon pentelici,species,47929,"subjective synonym of, species not entered",Mammut,genus,43274,Late Miocene,,11.608,5.333,60908,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,22.749443,40.752777,GR,Chalkidona,,,seconds,,The precise locality could not be located (Koufos 2006),gplates,308,mid,23.62,38.58,scotese,308,mid,22.45,40.44,seton,328,mid,21.33,39.75
1348613,occ,,,182749,Mastodon pentelici,species,47929,"subjective synonym of, species not entered",Mammut,genus,43274,Late Miocene,,11.608,5.333,60908,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,22.711666,40.783054,GR,Chalkidona,,,seconds,,Precise locality not known.,gplates,308,mid,23.58,38.62,scotese,308,mid,22.41,40.47,seton,328,mid,21.3,39.78
1348644,occ,,,182750,Mastodon pentelici,species,47929,"subjective synonym of, species not entered",Mammut,genus,43274,Late Miocene,,11.608,5.333,60908,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,22.702223,40.779167,GR,Chalkidona,,,seconds,,,gplates,308,mid,23.57,38.61,scotese,308,mid,22.4,40.47,seton,328,mid,21.29,39.78
1348667,occ,,,32374,Choerolophodon pentelici,species,90206,,Choerolophodon pentelici,species,90205,Turolian,,8.7,5.333,69452,Chordata,Mammalia,Proboscidea,Choerolophodontidae,Choerolophodon,22.549999,40.883331,GR,Macedonia,,estimated from map,minutes,outcrop,"approx. 4km NW of Athiras (Athyra), near the village of Dytiko",gplates,308,mid,23.32,38.99,scotese,308,mid,22.29,40.61,seton,328,mid,21.31,40.01
1348708,occ,35842.0,,182754,Choerolophodon pentelici,species,90206,,Choerolophodon pentelici,species,90205,Late Miocene,,11.608,5.333,69398,Chordata,Mammalia,Proboscidea,Choerolophodontidae,Choerolophodon,23.951668,38.0,GR,Attica,,,seconds,,"Based on new research from the Paleontological Museum of the University of Athens, the old collections of Pikermi result in reality from a complex of quarries and stratigraphic levels along or close to the ravine, and that many Pikermian museum collections may comprise heterogeneous faunal samples, mixing two or more quarries or stratigraphic levels (Theodorou et al. 2010). This collection is created to include all the old collections of Gaudry, Woodward, Abel and Skoufos.\r\n\r\nPlease do not create another record for the old collections of Pikermi.",gplates,308,mid,24.7,35.81,scotese,307,mid,23.61,37.68,seton,328,mid,22.55,37.01
1348709,occ,35857.0,,182754,Mammut sp.,genus,43274,,Mammut,genus,43274,Late Miocene,,11.608,5.333,69439,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,23.951668,38.0,GR,Attica,,,seconds,,"Based on new research from the Paleontological Museum of the University of Athens, the old collections of Pikermi result in reality from a complex of quarries and stratigraphic levels along or close to the ravine, and that many Pikermian museum collections may comprise heterogeneous faunal samples, mixing two or more quarries or stratigraphic levels (Theodorou et al. 2010). This collection is created to include all the old collections of Gaudry, Woodward, Abel and Skoufos.\r\n\r\nPlease do not create another record for the old collections of Pikermi.",gplates,308,mid,24.7,35.81,scotese,307,mid,23.61,37.68,seton,328,mid,22.55,37.01
1348710,occ,,,182754,Dinotherium sp.,genus,104709,corrected to,Deinotherium,genus,43280,Late Miocene,,11.608,5.333,60922,Chordata,Mammalia,Proboscidea,Deinotheriidae,Deinotherium,23.951668,38.0,GR,Attica,,,seconds,,"Based on new research from the Paleontological Museum of the University of Athens, the old collections of Pikermi result in reality from a complex of quarries and stratigraphic levels along or close to the ravine, and that many Pikermian museum collections may comprise heterogeneous faunal samples, mixing two or more quarries or stratigraphic levels (Theodorou et al. 2010). This collection is created to include all the old collections of Gaudry, Woodward, Abel and Skoufos.\r\n\r\nPlease do not create another record for the old collections of Pikermi.",gplates,308,mid,24.7,35.81,scotese,307,mid,23.61,37.68,seton,328,mid,22.55,37.01
