occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3
421676,occ,,,41002,Archidiskodon meridionalis,species,44256,recombined as,Mammuthus meridionalis,species,46026,Early Pleistocene,,2.588,0.781,11051,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,15.45,41.783333,IT,Foggia,,based on nearby landmark,minutes,,"Midway between Apricena (on which the co-ordinates are based) and Poggio Imperiale, on the western side of the Gargano Peninsula.",gplates,307,mid,15.74,41.28,scotese,307,mid,15.39,41.72,seton,307,mid,15.12,41.52
421687,occ,,,41004,Archidiskodon meridionalis,species,44256,recombined as,Mammuthus meridionalis,species,46026,Early Pleistocene,,2.588,0.781,11051,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,15.45,41.783333,IT,Foggia,,based on nearby landmark,minutes,,"Midway between Apricena (on which the co-ordinates are based) and Poggio Imperiale, on the western side of the Gargano Peninsula.",gplates,307,mid,15.74,41.28,scotese,307,mid,15.39,41.72,seton,307,mid,15.12,41.52
421703,occ,,,41006,Archidiskodon meridionalis,species,44256,recombined as,Mammuthus meridionalis,species,46026,Early Pleistocene,,2.588,0.781,11051,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,15.45,41.783333,IT,Foggia,,based on nearby landmark,minutes,,"Midway between Apricena (on which the co-ordinates are based) and Poggio Imperiale, on the western side of the Gargano Peninsula.",gplates,307,mid,15.74,41.28,scotese,307,mid,15.39,41.72,seton,307,mid,15.12,41.52
421712,occ,,,41007,Archidiskodon meridionalis,species,44256,recombined as,Mammuthus meridionalis,species,46026,Early Pleistocene,,2.588,0.781,11051,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,15.45,41.783333,IT,Foggia,,,minutes,,"Midway between Apricena (on which the co-ordinates are based) and Poggio Imperiale, on the western side of the Gargano Peninsula.",gplates,307,mid,15.74,41.28,scotese,307,mid,15.39,41.72,seton,307,mid,15.12,41.52
422042,occ,,,41025,Mammut borsoni,species,370727,,Mammut borsoni,species,95512,Villanyian,,3.2,2.588,11054,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,19.763056,48.299999,SK,,,,minutes,,Near Filakovo in Southern central Slovakia (just north of the Hungarian border).,gplates,308,mid,20.25,47.51,scotese,308,mid,19.69,48.19,seton,336,mid,19.07,48.17
422043,occ,,,41025,Anancus arvernensis,species,372281,,Anancus arvernensis,species,161971,Villanyian,,3.2,2.588,11054,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Anancus,19.763056,48.299999,SK,,,,minutes,,Near Filakovo in Southern central Slovakia (just north of the Hungarian border).,gplates,308,mid,20.25,47.51,scotese,308,mid,19.69,48.19,seton,336,mid,19.07,48.17
422075,occ,,,41026,Mammut borsoni,species,370727,,Mammut borsoni,species,95512,Villanyian,,3.2,2.588,11054,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,19.763056,48.299999,SK,,,based on nearby landmark,minutes,,"Near Filakovo in southern central Slovakia, just north of the Hungarian border.",gplates,308,mid,20.25,47.51,scotese,308,mid,19.69,48.19,seton,336,mid,19.07,48.17
422076,occ,,,41026,Anancus arvernensis,species,372281,,Anancus arvernensis,species,161971,Villanyian,,3.2,2.588,11054,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Anancus,19.763056,48.299999,SK,,,based on nearby landmark,minutes,,"Near Filakovo in southern central Slovakia, just north of the Hungarian border.",gplates,308,mid,20.25,47.51,scotese,308,mid,19.69,48.19,seton,336,mid,19.07,48.17
422112,occ,,,41027,Mammut borsoni,species,370727,,Mammut borsoni,species,95512,Villanyian,,3.2,2.588,11054,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,19.763056,48.299999,SK,,,based on nearby landmark,minutes,,"Near Filakovo in southern central Slovakia, just north of the Hungarian border.",gplates,308,mid,20.25,47.51,scotese,308,mid,19.69,48.19,seton,336,mid,19.07,48.17
422113,occ,,,41027,Anancus arvernensis,species,372281,,Anancus arvernensis,species,161971,Villanyian,,3.2,2.588,11054,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Anancus,19.763056,48.299999,SK,,,based on nearby landmark,minutes,,"Near Filakovo in southern central Slovakia, just north of the Hungarian border.",gplates,308,mid,20.25,47.51,scotese,308,mid,19.69,48.19,seton,336,mid,19.07,48.17
423630,occ,,,41258,Stegodon elephantoides,species,43271,species not entered,Stegodon,genus,43271,Late Pliocene,Early Pleistocene,3.6,0.781,11084,Chordata,Mammalia,Proboscidea,Elephantidae,Stegodon,94.916664,20.433332,MM,,,estimated from map,minutes,outcrop,"River below BBP post office, Yenangyaung",gplates,617,mid,95.05,19.14,scotese,not computable using this model,mid,,,seton,607,mid,94.73,20.06
423764,occ,,,41265,Hypselephas hysudricus,species,233508,"subjective synonym of, species not entered",Elephas,genus,43264,Late Pliocene,Early Pleistocene,3.6,0.781,11084,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,94.724998,21.833332,MM,,,estimated from map,minutes,outcrop,3 miles W of Chaungsongyi,gplates,617,mid,94.79,20.53,scotese,not computable using this model,mid,,,seton,607,mid,94.52,21.46
423778,occ,,,41266,Stegodon insignis,species,476347,,Stegodon insignis,species,476347,Late Pliocene,Early Pleistocene,3.6,0.781,11084,Chordata,Mammalia,Proboscidea,Elephantidae,Stegodon,94.724998,21.833332,MM,,,estimated from map,minutes,outcrop,3 miles W of Chaungsongyi,gplates,617,mid,94.79,20.53,scotese,not computable using this model,mid,,,seton,607,mid,94.52,21.46
423939,occ,,,11798,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Tortonian,,11.62,7.246,10885,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D.",gplates,611,mid,101.5,23.6,scotese,611,mid,101.03,24.39,seton,602,mid,100.92,26.02
424010,occ,,,41306,Stegodon insignis,species,476347,,Stegodon insignis,species,476347,Late Pliocene,Early Pleistocene,3.6,0.781,11084,Chordata,Mammalia,Proboscidea,Elephantidae,Stegodon,95.949997,21.866667,MM,,,estimated from map,minutes,outcrop,Opposite Mandalay (across the Irrawaddy River),gplates,616,mid,95.97,21.36,scotese,not computable using this model,mid,,,seton,603,mid,95.72,22.09
427886,occ,,,41735,Choerolophodon cf. pentelici,species,90206,,Choerolophodon pentelici,species,90205,Vallesian,,11.608,8.7,11166,Chordata,Mammalia,Proboscidea,Choerolophodontidae,Choerolophodon,44.633331,34.483334,IQ,,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Injana, which is next to, and at the centre of, the transect from which the fossils were taken. Injana is 140km north of Baghdad.",gplates,503,mid,44.44,30.39,scotese,503,mid,43.68,32.77,seton,503,mid,43.1,32.32
427953,occ,,,41746,Mastodon cf. pentelici,species,47929,"subjective synonym of, species not entered",Mammut,genus,43274,Vallesian,,11.608,8.7,11169,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,42.144169,37.060555,SY,,,based on nearby landmark,seconds,,"The site is in the Karatchok Dagh, the co-ordinates are based on an oilfield called Karatchok.",gplates,503,mid,42.24,33.07,scotese,503,mid,41.42,35.46,seton,503,mid,40.82,34.98
428390,occ,,,41811,Gomphotherium shensiensis,species,295386,,Gomphotherium shensiensis,species,295386,Burdigalian,,20.44,15.97,11185,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,108.937775,34.262222,CN,Shaanxi,,based on nearby landmark,seconds,,"Locality is 20km northeast of Xi'an, captial of Shaanxi province, on which the co-ordinates are based.",gplates,604,mid,106.66,32.65,scotese,604,mid,106.52,34.17,seton,601,mid,106.21,36.1
428391,occ,11145.0,,41811,Platybelodon sp.,genus,43254,,Platybelodon,genus,43254,Burdigalian,,20.44,15.97,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,108.937775,34.262222,CN,Shaanxi,,based on nearby landmark,seconds,,"Locality is 20km northeast of Xi'an, captial of Shaanxi province, on which the co-ordinates are based.",gplates,604,mid,106.66,32.65,scotese,604,mid,106.52,34.17,seton,601,mid,106.21,36.1
428447,occ,,,41818,Gomphotherium angustidens,species,157812,,Gomphotherium angustidens,species,157812,Middle Miocene,,15.97,11.608,11188,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,49.483334,25.683332,SA,,,stated in text,minutes,,"The locality is 1km west of the road from Al Hofuf to Abqaiq, 100km southwest of Dharan.",gplates,503,mid,48.47,19.92,scotese,503,mid,47.35,23.19,seton,503,mid,46.45,22.27
429177,occ,,,41919,Zygolophodon borsoni,species,43277,species not entered,Zygolophodon,genus,95509,Pliocene,,5.333,2.588,11201,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,23.483334,44.716667,RO,,,based on nearby landmark,minutes,,"Co-ordinates based on the village of Groserea. Site is on the west bank of the Gilort River, approximately 20km north of the village of Filasi.",gplates,308,mid,23.98,43.63,scotese,319,mid,23.31,44.81,seton,319,mid,22.61,44.57
429178,occ,,,41919,Anancus arvernensis,species,372281,,Anancus arvernensis,species,161971,Pliocene,,5.333,2.588,11201,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Anancus,23.483334,44.716667,RO,,,based on nearby landmark,minutes,,"Co-ordinates based on the village of Groserea. Site is on the west bank of the Gilort River, approximately 20km north of the village of Filasi.",gplates,308,mid,23.98,43.63,scotese,319,mid,23.31,44.81,seton,319,mid,22.61,44.57
429183,occ,,,39685,Zygolophodon borsoni,species,43277,species not entered,Zygolophodon,genus,95509,Pliocene,,5.333,2.588,11201,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,23.433332,44.450001,RO,,,based on nearby landmark,seconds,,Co-ordinates based on the town of Cernatesti. Site is in the Dacic Basin.,gplates,308,mid,23.93,43.36,scotese,319,mid,23.26,44.54,seton,319,mid,22.57,44.31
429184,occ,,,39685,Anancus arvernensis,species,372281,,Anancus arvernensis,species,161971,Pliocene,,5.333,2.588,11201,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Anancus,23.433332,44.450001,RO,,,based on nearby landmark,seconds,,Co-ordinates based on the town of Cernatesti. Site is in the Dacic Basin.,gplates,308,mid,23.93,43.36,scotese,319,mid,23.26,44.54,seton,319,mid,22.57,44.31
429194,occ,,,41920,Archidiskodon meridionalis,species,44256,recombined as,Mammuthus meridionalis,species,46026,Middle Pleistocene,,0.781,0.126,11201,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,26.333332,44.099998,RO,,,based on nearby landmark,minutes,,"co-ordinates based on Prundu (Fratesti 2), Fratesti 3 is approximately 20km south west of Prundu.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
429292,occ,,,41932,Mammuthus meridionalis,species,47879,,Mammuthus meridionalis,species,46026,Pliocene,,5.333,2.588,11202,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,-1.666667,39.150002,ES,Albacete,,based on nearby landmark,seconds,,Site near the village of Valdeganga on which the co-ordinates are based. On the south bank of the Rio Jucar.,gplates,304,mid,-1.12,38.52,scotese,304,mid,-2.01,39.24,seton,304,mid,-2.36,38.82
430799,occ,,,42066,Gomphotherium sp.,genus,43247,,Gomphotherium,genus,43247,Late Oligocene,Burdigalian,28.4,15.97,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,103.792221,36.056389,CN,Gansu,,based on nearby landmark,seconds,small collection,The site is in a ravine 50km south west of Lanzhou and 10km west of Dongxiang Autonomous County. Co-ordinates based on Lanzhou.,gplates,604,mid,101.3,33.92,scotese,604,mid,101.01,36.08,seton,601,mid,100.37,38.11
431439,occ,,,42130,Mastodon cf. angustidens,species,104414,recombined as,Tetrabelodon angustidens,species,104414,Aquitanian,Burdigalian,23.03,15.97,11199,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,19.200001,29.233334,LY,,,based on nearby landmark,seconds,local area,"Bir Zaltan, Sirte Basin. Lat/long estimated based on Dur Marada (neaby), Libya.",gplates,715,mid,20.66,23.97,scotese,715,mid,17.93,28.21,seton,715,mid,16.21,26.44
432377,occ,,,28781,Serridentinus gobiensis,species,473318,,Serridentinus gobiensis,species,473318,Middle Miocene,Late Miocene,15.97,5.333,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,112.655899,43.647499,CN,Nei Mongol,,based on nearby landmark,4,outcrop,"Tung Gur (Tunggur), 50 km E of Irlin Manha and 60 km E of Erlien, Iren Dabasu district, Inner Mongolia, China. Near ""Wolf Camp"" at northern part of Tung Gur Tableland.",gplates,628,mid,110.85,42.95,scotese,628,mid,111.04,43.74,seton,417,mid,111.12,44.94
432387,occ,,,42246,Platybelodon sp.,genus,43254,,Platybelodon,genus,43254,Serravallian,,13.82,11.62,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,87.466667,46.966667,CN,Xinjiang,,based on nearby landmark,minutes,,The localities are on the northeast bank of the Urungu River (on which the co-ordinates are based).,gplates,401,mid,85.73,45.15,scotese,401,mid,86.94,47.48,seton,301,mid,84.84,48.03
432401,occ,,,42248,Zygolophodon neimonguensis,species,43277,species not entered,Zygolophodon,genus,95509,Middle Miocene,Serravallian,15.97,11.62,11208,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,110.734169,32.055,CN,Hubei,Fangxian,based on nearby landmark,seconds,,"Co-ordinates based on teh city of Fangxian, the site is near here at Erlanggang. ",gplates,611,mid,109.17,30.87,scotese,611,mid,108.89,31.87,seton,602,mid,108.98,33.5
432407,occ,11168.0,,42249,Tetralophodon sp.,genus,43261,,Tetralophodon,genus,43261,Serravallian,,13.82,11.62,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Tetralophodon,118.777779,32.061668,CN,Jiangsu,,based on nearby landmark,seconds,,Site is 20km north of Nanjing (on which the co-ordinates are based).,gplates,604,mid,116.84,31.14,scotese,611,mid,116.91,32.52,seton,602,mid,117.16,33.59
432471,occ,,,42254,Tetralophodon exoletus,species,43261,species not entered,Tetralophodon,genus,43261,Vallesian,,11.608,8.7,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Tetralophodon,109.5,33.5,CN,shaanxi,Lantien,estimated from map,minutes,,"Co-ordinates estimated from map in Qiu (1990). Along the south bank of the River Bahe, in Lantian county. area. ",gplates,611,mid,107.93,32.45,scotese,611,mid,107.64,33.23,seton,601,mid,108.21,34.69
432565,occ,,,42261,Tetralophodon cf. exoletus,species,43261,species not entered,Tetralophodon,genus,43261,Vallesian,,11.608,8.7,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Tetralophodon,106.166664,38.0,CN,Ningxia,,based on political unit,degrees,,"Co-ordinates based on the county of Wuzhong, no other details given.",gplates,604,mid,104.45,37.03,scotese,604,mid,104.27,37.87,seton,601,mid,104.77,39.16
432627,occ,,,42269,Platybelodon sp.,genus,43254,,Platybelodon,genus,43254,Vallesian,,11.608,8.7,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,111.050003,39.033333,CN,Shaanxi,Fugu,based on political unit,minutes,,"Locality is near Wangdaifuliang village in Fugu county (on which the co-ordinates are based). The locality is on the western bank of the Huang River, opposite Baode. ",gplates,604,mid,109.25,38.13,scotese,604,mid,109.16,38.87,seton,601,mid,109.72,40.23
432637,occ,,,42273,Mammut borsoni,species,370727,,Mammut borsoni,species,95512,Ruscinian,,5.333,3.2,11208,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,113.114998,38.28611,CN,Shanxi,Yushe,based on nearby landmark,seconds,,"Co-ordinates based on the village of Gaozhuang, Yushe county, about 10km southwest of the county centre.",gplates,604,mid,112.36,37.93,scotese,604,mid,112.43,38.18,seton,601,mid,112.61,38.77
432638,occ,,,42273,Stegodon zdanskyi,species,43271,species not entered,Stegodon,genus,43271,Ruscinian,,5.333,3.2,11208,Chordata,Mammalia,Proboscidea,Elephantidae,Stegodon,113.114998,38.28611,CN,Shanxi,Yushe,based on nearby landmark,seconds,,"Co-ordinates based on the village of Gaozhuang, Yushe county, about 10km southwest of the county centre.",gplates,604,mid,112.36,37.93,scotese,604,mid,112.43,38.18,seton,601,mid,112.61,38.77
434737,occ,,,42477,Elephas sp.,genus,43264,,Elephas,genus,43264,Ruscinian,,5.333,3.2,11208,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,111.933334,38.366669,CN,Shanxi,Jingle,based on political unit,minutes,,Co-ordinate based on Jingle County. Locality is near Hefeng in Jingle County.,gplates,604,mid,111.19,38.01,scotese,604,mid,111.25,38.26,seton,601,mid,111.42,38.85
434745,occ,,,42478,Zygolophodon sp.,genus,43277,,Zygolophodon,genus,95509,Ruscinian,,5.333,3.2,11208,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,114.5,39.5,CN,Hebei,Yu,estimated from map,minutes,,Co-ordimates estimated from map in Qui (1990).,gplates,604,mid,113.73,39.16,scotese,604,mid,113.82,39.39,seton,601,mid,114.0,39.99
434808,occ,,,42481,Pliomastodon ? cf. matthewi,species,50576,recombined as,Mammut matthewi,species,47937,Serravallian,,13.82,11.62,11304,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,118.777779,32.061668,CN,Jiangsu,,based on nearby landmark,seconds,,Site is 20km north of Nanjing (on which the co-ordinates are based).,gplates,604,mid,116.84,31.14,scotese,611,mid,116.91,32.52,seton,602,mid,117.16,33.59
434962,occ,,,42483,Tetralophodon sp.,genus,43261,,Tetralophodon,genus,43261,Miocene,,23.03,5.333,11305,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Tetralophodon,103.246109,23.711111,CN,Yunnan,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Keiyuan, site is a nearby coal mine.",gplates,611,mid,103.08,21.64,scotese,611,mid,102.35,22.93,seton,602,mid,101.37,25.14
435244,occ,21485.0,,42539,Platybelodon tongxinensis,species,43254,species not entered,Platybelodon,genus,43254,Serravallian,,13.82,11.62,29415,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,105.909164,36.975277,CN,Ningxia,,based on nearby landmark,seconds,,The co-ordinates are based of the village of Tongxin. The material is unprovenanced but comes from a number of localities in this area.,gplates,604,mid,103.95,35.7,scotese,604,mid,103.81,36.85,seton,601,mid,103.98,38.36
435245,occ,21486.0,,42539,Platybelodon tongxinensis,species,43254,species not entered,Platybelodon,genus,43254,Serravallian,,13.82,11.62,29415,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,105.909164,36.975277,CN,Ningxia,,based on nearby landmark,seconds,,The co-ordinates are based of the village of Tongxin. The material is unprovenanced but comes from a number of localities in this area.,gplates,604,mid,103.95,35.7,scotese,604,mid,103.81,36.85,seton,601,mid,103.98,38.36
435246,occ,21487.0,,42539,Platybelodon tongxinensis,species,43254,species not entered,Platybelodon,genus,43254,Serravallian,,13.82,11.62,29415,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,105.909164,36.975277,CN,Ningxia,,based on nearby landmark,seconds,,The co-ordinates are based of the village of Tongxin. The material is unprovenanced but comes from a number of localities in this area.,gplates,604,mid,103.95,35.7,scotese,604,mid,103.81,36.85,seton,601,mid,103.98,38.36
435247,occ,21488.0,,42539,Platybelodon tongxinensis,species,43254,species not entered,Platybelodon,genus,43254,Serravallian,,13.82,11.62,29415,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,105.909164,36.975277,CN,Ningxia,,based on nearby landmark,seconds,,The co-ordinates are based of the village of Tongxin. The material is unprovenanced but comes from a number of localities in this area.,gplates,604,mid,103.95,35.7,scotese,604,mid,103.81,36.85,seton,601,mid,103.98,38.36
435248,occ,21489.0,,42539,Platybelodon tongxinensis,species,43254,species not entered,Platybelodon,genus,43254,Serravallian,,13.82,11.62,29415,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,105.909164,36.975277,CN,Ningxia,,based on nearby landmark,seconds,,The co-ordinates are based of the village of Tongxin. The material is unprovenanced but comes from a number of localities in this area.,gplates,604,mid,103.95,35.7,scotese,604,mid,103.81,36.85,seton,601,mid,103.98,38.36
435251,occ,,,42539,Platybelodon tongxinensis,species,43254,species not entered,Platybelodon,genus,43254,Serravallian,,13.82,11.62,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,105.909164,36.975277,CN,Ningxia,,based on nearby landmark,seconds,,The co-ordinates are based of the village of Tongxin. The material is unprovenanced but comes from a number of localities in this area.,gplates,604,mid,103.95,35.7,scotese,604,mid,103.81,36.85,seton,601,mid,103.98,38.36
435267,occ,11170.0,,42540,Gomphotherium wimani,species,54373,,Gomphotherium wimani,species,54373,Miocene,,23.03,5.333,11185,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,103.400002,36.733334,CN,Gansu,Yungteng,based on nearby landmark,minutes,,Co-ordinates based on those of Yungteng County. Site is 120km Northwest of Kaolan.,gplates,604,mid,101.4,35.29,scotese,604,mid,101.24,36.62,seton,601,mid,101.24,38.16
435338,occ,,,42559,Zygolophodon sp.,genus,43277,,Zygolophodon,genus,95509,Pliocene,,5.333,2.588,11336,Chordata,Mammalia,Proboscidea,Mammutidae,Zygolophodon,111.661942,35.706112,CN,Shanxi,Hohsien,based on nearby landmark,seconds,,Co-ordinates based on the town of Nantan (Nantang).,gplates,604,mid,110.94,35.35,scotese,604,mid,110.97,35.6,seton,601,mid,111.16,36.19
435355,occ,,,42561,Stegolophodon n. sp. banguoensis,species,43272,species not entered,Stegolophodon,genus,43272,Pliocene,,5.333,2.588,11338,Chordata,Mammalia,Proboscidea,Stegodontidae,Stegolophodon,101.866669,25.700001,CN,Yunnan,Yuanmou,based on political unit,minutes,,Co-ordinates based on Yuanmou District.,gplates,611,mid,101.56,25.06,scotese,611,mid,101.47,25.38,seton,602,mid,101.36,26.15
435359,occ,,,42561,Mastodon sp.,genus,47929,subjective synonym of,Mammut,genus,43274,Pliocene,,5.333,2.588,11338,Chordata,Mammalia,Proboscidea,Mammutidae,Mammut,101.866669,25.700001,CN,Yunnan,Yuanmou,based on political unit,minutes,,Co-ordinates based on Yuanmou District.,gplates,611,mid,101.56,25.06,scotese,611,mid,101.47,25.38,seton,602,mid,101.36,26.15
435360,occ,,,42561,Stegolophodon aff. banguoensis,species,43272,species not entered,Stegolophodon,genus,43272,Pliocene,,5.333,2.588,11338,Chordata,Mammalia,Proboscidea,Stegodontidae,Stegolophodon,101.866669,25.700001,CN,Yunnan,Yuanmou,based on political unit,minutes,,Co-ordinates based on Yuanmou District.,gplates,611,mid,101.56,25.06,scotese,611,mid,101.47,25.38,seton,602,mid,101.36,26.15
435361,occ,,,42561,Stegodon primitium,species,43271,species not entered,Stegodon,genus,43271,Pliocene,,5.333,2.588,11338,Chordata,Mammalia,Proboscidea,Elephantidae,Stegodon,101.866669,25.700001,CN,Yunnan,Yuanmou,based on political unit,minutes,,Co-ordinates based on Yuanmou District.,gplates,611,mid,101.56,25.06,scotese,611,mid,101.47,25.38,seton,602,mid,101.36,26.15
435362,occ,,,42561,Stegodon sp.,genus,43271,,Stegodon,genus,43271,Pliocene,,5.333,2.588,11338,Chordata,Mammalia,Proboscidea,Elephantidae,Stegodon,101.866669,25.700001,CN,Yunnan,Yuanmou,based on political unit,minutes,,Co-ordinates based on Yuanmou District.,gplates,611,mid,101.56,25.06,scotese,611,mid,101.47,25.38,seton,602,mid,101.36,26.15
435549,occ,,,42588,Gomphotherium angustidens,species,157812,,Gomphotherium angustidens,species,157812,Langhian,Serravallian,15.97,11.62,11342,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,17.928333,50.669724,PL,Silesia,,based on nearby landmark,seconds,,"Co-ordinates based on the city of Opole in Southwestern Poland, the site is approximately 15km Southeast of the city.",gplates,305,mid,19.48,47.9,scotese,305,mid,16.62,50.96,seton,301,mid,14.68,49.85
435572,occ,,,42595,Gomphotherium angustidens,species,157812,,Gomphotherium angustidens,species,157812,Langhian,Serravallian,15.97,11.62,11342,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,17.166668,50.683334,PL,Silesia,,based on nearby landmark,seconds,,Co-ordinates based on the town of Przeworno. Site is in a marble quarry nearby.,gplates,305,mid,18.76,47.92,scotese,305,mid,15.86,50.97,seton,301,mid,13.93,49.84
436664,occ,,,42673,Mammuthus meridionalis,species,47879,,Mammuthus meridionalis,species,46026,Middle Pleistocene,,0.781,0.126,11350,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,3.95,43.933334,FR,,,based on nearby landmark,seconds,,"Co-ordinates based on the town of Sauve, on the river Gard.",gplates,not computable using this model,mid,,,scotese,not computable using this model,mid,,,seton,not computable using this model,mid,,
437982,occ,11215.0,,42752,Platybelodon sp.,genus,43254,,Platybelodon,genus,43254,Serravallian,,13.82,11.62,11208,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,108.937775,34.262222,CN,shaanxi,Lantong,based on nearby landmark,seconds,,"Locality is 20km northeast of Xi'an, captial of Shaanxi province, on which the co-ordinates are based.",gplates,604,mid,107.03,33.06,scotese,604,mid,106.82,34.13,seton,601,mid,107.11,35.69
437991,occ,,,42753,Gomphotherium n. sp. shensiensis,species,295386,,Gomphotherium shensiensis,species,295386,Serravallian,,13.82,11.62,11354,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Gomphotherium,109.26667,34.333332,CN,shaanxi,Lantien,based on nearby landmark,minutes,,"Co-ordinates based on Lishan Mountain, site is on the right bank of the Shilihe River at the foot of the mountain, southeast of Niajiakou village.",gplates,604,mid,107.35,33.14,scotese,604,mid,107.15,34.2,seton,601,mid,107.45,35.76
438939,occ,,,42851,Platybelodon grangeri,species,433142,,Platybelodon grangeri,species,433142,Serravallian,,13.82,11.62,11354,Chordata,Mammalia,Proboscidea,Gomphotheriidae,Platybelodon,109.316666,34.150002,CN,shaanxi,Lantien,based on political unit,minutes,,Co-ordinates based on the county of Lantian.,gplates,604,mid,107.41,32.96,scotese,604,mid,107.2,34.02,seton,601,mid,107.5,35.58
439049,occ,11223.0,,42241,Mammuthus meridionalis,species,47879,,Mammuthus meridionalis,species,46026,Early Pleistocene,,2.588,0.781,11379,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,3.416667,45.166668,FR,Auvergne,,based on nearby landmark,minutes,,"Co-ordinates based on the village of Blassac, approximately 800m from the site. The site is visible from the road RN 585 from Lavoute-Chilhac to Brioude.",gplates,305,mid,3.72,44.83,scotese,305,mid,3.32,45.2,seton,331,mid,3.02,45.02
439168,occ,,,42867,Mammuthus meridionalis,species,47879,,Mammuthus meridionalis,species,46026,Early Pleistocene,,2.588,0.781,11380,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,12.25,43.0,IT,,,based on nearby landmark,minutes,,"Co-ordinates based on the Nestore River, near Perugia. The site is a lignite mine to the south of Lake Trasimento, in the Tavernelle Basin.",gplates,307,mid,12.58,42.52,scotese,307,mid,12.19,42.94,seton,333,mid,11.93,42.74
